"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"30","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo1Window.java","3","102","Local variable 'lblAlt' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","1","Package name contains upper case characters","Code Style","PackageCase"
"2","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","18","Header comments are required","Documentation","CommentRequired"
"3","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","21","Field comments are required","Documentation","CommentRequired"
"4","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","23","Avoid excessively long variable names like btnComputeLocation","Code Style","LongVariable"
"5","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","23","Field comments are required","Documentation","CommentRequired"
"6","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","24","Field comments are required","Documentation","CommentRequired"
"7","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","25","Field comments are required","Documentation","CommentRequired"
"8","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","26","Field comments are required","Documentation","CommentRequired"
"9","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","27","Field comments are required","Documentation","CommentRequired"
"10","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","28","Field comments are required","Documentation","CommentRequired"
"11","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","29","Field comments are required","Documentation","CommentRequired"
"12","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","1","29","Variables should start with a lowercase character, 'MACList' starts with uppercase character.","Code Style","VariableNamingConventions"
"13","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","30","Field comments are required","Documentation","CommentRequired"
"14","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","38","It is a good practice to call super() in a constructor","Code Style","CallSuperInConstructor"
"15","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","38","Parameter 'server' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"16","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","46","Avoid variables with short names like e","Code Style","ShortVariable"
"17","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","46","Parameter 'e' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"18","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","46","Public method and constructor comments are required","Documentation","CommentRequired"
"19","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","48","Local variable 'longtitude' could be declared final","Code Style","LocalVariableCouldBeFinal"
"20","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","49","Local variable 'latitude' could be declared final","Code Style","LocalVariableCouldBeFinal"
"21","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","50","Local variable 'altitude' could be declared final","Code Style","LocalVariableCouldBeFinal"
"22","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","72","Local variable 'lblMacAddress' could be declared final","Code Style","LocalVariableCouldBeFinal"
"23","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","76","Avoid excessively long variable names like lblEstimatedLocation","Code Style","LongVariable"
"24","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","76","Local variable 'lblEstimatedLocation' could be declared final","Code Style","LocalVariableCouldBeFinal"
"25","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","80","Local variable 'lblLon' could be declared final","Code Style","LocalVariableCouldBeFinal"
"26","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","84","Local variable 'lblLst' could be declared final","Code Style","LocalVariableCouldBeFinal"
"27","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","88","Local variable 'lblAlt' could be declared final","Code Style","LocalVariableCouldBeFinal"
"28","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","109","Local variable 'lblSignal' could be declared final","Code Style","LocalVariableCouldBeFinal"
"29","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","113","Local variable 'btnAddMac' could be declared final","Code Style","LocalVariableCouldBeFinal"
"30","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","115","Avoid variables with short names like e","Code Style","ShortVariable"
"31","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","115","Parameter 'e' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"32","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","115","Public method and constructor comments are required","Documentation","CommentRequired"
"33","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","3","116","Local variable 'MAC' could be declared final","Code Style","LocalVariableCouldBeFinal"
"34","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowMacs.java","1","116","Variables should start with a lowercase character, 'MAC' starts with uppercase character.","Code Style","VariableNamingConventions"
"1","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","1","Package name contains upper case characters","Code Style","PackageCase"
"2","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","17","Header comments are required","Documentation","CommentRequired"
"3","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","19","Field comments are required","Documentation","CommentRequired"
"4","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","21","Avoid excessively long variable names like btnComputeLocation","Code Style","LongVariable"
"5","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","21","Field comments are required","Documentation","CommentRequired"
"6","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","22","Field comments are required","Documentation","CommentRequired"
"7","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","23","Field comments are required","Documentation","CommentRequired"
"8","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","24","Field comments are required","Documentation","CommentRequired"
"9","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","25","Field comments are required","Documentation","CommentRequired"
"10","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","26","Field comments are required","Documentation","CommentRequired"
"11","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","27","Field comments are required","Documentation","CommentRequired"
"12","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","34","It is a good practice to call super() in a constructor","Code Style","CallSuperInConstructor"
"13","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","34","Parameter 'server' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"14","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","42","Avoid variables with short names like e","Code Style","ShortVariable"
"15","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","42","Parameter 'e' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"16","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","42","Public method and constructor comments are required","Documentation","CommentRequired"
"17","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","43","Local variable 'scanStr' could be declared final","Code Style","LocalVariableCouldBeFinal"
"18","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","45","Local variable 'longtitude' could be declared final","Code Style","LocalVariableCouldBeFinal"
"19","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","46","Local variable 'latitude' could be declared final","Code Style","LocalVariableCouldBeFinal"
"20","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","47","Local variable 'altitude' could be declared final","Code Style","LocalVariableCouldBeFinal"
"21","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","68","Local variable 'lblMacAddress' could be declared final","Code Style","LocalVariableCouldBeFinal"
"22","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","72","Avoid excessively long variable names like lblEstimatedLocation","Code Style","LongVariable"
"23","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","72","Local variable 'lblEstimatedLocation' could be declared final","Code Style","LocalVariableCouldBeFinal"
"24","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","76","Local variable 'lblLon' could be declared final","Code Style","LocalVariableCouldBeFinal"
"25","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","80","Local variable 'lblLst' could be declared final","Code Style","LocalVariableCouldBeFinal"
"26","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/Algo2WindowStr.java","3","84","Local variable 'lblAlt' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","1","Package name contains upper case characters","Code Style","PackageCase"
"2","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","35","Header comments are required","Documentation","CommentRequired"
"3","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","37","Field comments are required","Documentation","CommentRequired"
"4","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","39","Field comments are required","Documentation","CommentRequired"
"5","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","40","Field comments are required","Documentation","CommentRequired"
"6","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","41","Field comments are required","Documentation","CommentRequired"
"7","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","42","Field comments are required","Documentation","CommentRequired"
"8","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","43","Field comments are required","Documentation","CommentRequired"
"9","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","44","Field comments are required","Documentation","CommentRequired"
"10","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","45","Field comments are required","Documentation","CommentRequired"
"11","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","46","Field comments are required","Documentation","CommentRequired"
"12","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","47","Field comments are required","Documentation","CommentRequired"
"13","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","48","Field comments are required","Documentation","CommentRequired"
"14","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","54","It is a good practice to call super() in a constructor","Code Style","CallSuperInConstructor"
"15","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","54","Parameter 'server' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"16","main.java.GUI","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/GUI/SqlGetTable.java","3","62","Avoid variables with short names like e","Code Style","ShortVariable"
